Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,AllowsTearing,PresentFlags,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.343298,13.927,13.893,0.193,0.189,6.379
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.363934,20.636,20.823,0.153,0.165,6.566
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.461038,97.104,97.222,0.142,0.158,6.683
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.544651,83.613,83.373,0.438,0.255,6.443
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.558564,13.913,13.875,0.303,0.211,6.406
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.579310,20.746,20.827,0.227,0.200,6.487
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.662612,83.303,83.336,0.264,0.219,6.521
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.690795,28.183,27.822,0.266,0.181,6.159
devenv.exe,15592,0x000000001ED69120,D3D9,-1,0,0,Composed: Copy with GPU GDI,0,3.691123,535.718,534.788,0.385,0.372,12.769
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.698187,7.392,6.938,0.378,0.318,5.705
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.704877,6.690,6.925,0.370,0.257,5.940
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.711910,7.033,6.971,0.381,0.306,5.879
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.718781,6.871,6.910,0.497,0.259,5.918
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.726151,7.369,6.976,0.366,0.247,5.525
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.732810,6.659,6.959,0.459,0.294,5.824
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.739966,7.156,6.937,0.541,0.392,5.605
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.746864,6.898,6.954,0.417,0.291,5.661
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.753742,6.878,6.921,0.587,0.417,5.704
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.761142,7.400,6.970,0.546,0.341,5.274
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.767611,6.469,6.901,0.502,0.353,5.706
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.774505,6.894,7.167,0.650,0.319,5.979
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.781715,7.210,6.753,0.476,0.299,5.522
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.788290,6.575,6.918,0.422,0.314,5.865
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.795249,6.959,6.961,0.374,0.253,5.867
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.802126,6.877,6.927,0.417,0.309,5.917
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.809068,6.942,6.954,0.355,0.248,5.929
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.816082,7.014,6.953,0.368,0.253,5.869
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.822937,6.856,6.940,0.362,0.253,5.953
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.829922,6.984,6.948,0.478,0.259,5.917
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.836823,6.901,6.942,0.372,0.255,5.958
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.843786,6.963,6.956,0.405,0.246,5.950
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.850752,6.966,6.960,0.385,0.247,5.944
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.857933,7.181,7.007,0.384,0.304,5.771
